r0c0,r0c1,r0c2,r0c3,r0c4,r0c5,r0c6,r1c0,r1c1,r1c2,r1c3,r1c4,r1c5,r1c6,r2c0,r2c1,r2c2,r2c3,r2c4,r2c5,r2c6,r3c0,r3c1,r3c2,r3c3,r3c4,r3c5,r3c6,r4c0,r4c1,r4c2,r4c3,r4c4,r4c5,r4c6,r5c0,r5c1,r5c2,r5c3,r5c4,r5c5,r5c6,current_player,action,move_type,col,mcts_agent
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,2,1,10,pop,3,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,2,9,pop,2,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,drop,0,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,2,11,pop,4,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,6,drop,6,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,3,drop,3,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,2,1,4,drop,4,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,2,2,13,pop,6,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,1,6,drop,6,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,1,2,5,drop,5,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,2,1,1,5,drop,5,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,1,2,1,2,10,pop,3,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2,1,1,3,drop,3,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,2,1,2,2,drop,2,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,1,2,1,1,2,drop,2,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2,1,1,2,1,2,0,drop,0,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,1,0,2,1,1,2,1,1,1,drop,1,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,1,1,2,1,1,2,1,2,0,drop,0,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,1,1,1,1,2,1,1,2,1,1,7,pop,0,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,2,1,2,1,1,2,1,2,1,drop,1,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1,1,2,1,2,1,1,2,1,1,5,drop,5,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,0,0,1,1,2,1,2,1,1,2,1,2,5,drop,5,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,2,1,0,0,1,1,2,1,2,1,1,2,1,1,11,pop,4,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,2,1,0,0,1,1,2,1,2,1,0,2,1,2,9,pop,2,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,2,0,0,0,1,1,2,1,1,1,0,2,1,1,4,drop,4,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,drop,1,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,drop,2,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,6,drop,6,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,2,5,drop,5,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,1,1,0,drop,0,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,2,1,2,12,pop,5,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,6,drop,6,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,1,2,5,drop,5,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,2,1,1,8,pop,1,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,2,1,2,9,pop,2,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,13,pop,6,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,3,drop,3,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,1,1,13,pop,6,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,2,10,pop,3,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,2,drop,2,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,2,5,drop,5,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,2,0,1,2,drop,2,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0,0,2,0,2,3,drop,3,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,2,0,2,0,1,4,drop,4,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,2,1,2,0,2,2,drop,2,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,1,0,1,2,1,2,0,1,9,pop,2,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,1,2,1,2,0,2,3,drop,3,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,1,0,1,2,1,2,0,1,9,pop,2,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,2,2,1,2,0,2,9,pop,2,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,2,1,2,0,1,1,drop,1,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,1,0,2,1,2,0,2,10,pop,3,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,2,1,2,0,1,1,drop,1,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,2,1,2,0,2,10,pop,3,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,1,2,0,1,11,pop,4,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,2,0,2,4,drop,4,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,2,2,0,1,7,pop,0,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,2,2,0,2,4,drop,4,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,1,0,0,2,2,0,1,2,drop,2,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,1,1,0,2,2,0,2,3,drop,3,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,1,1,2,2,2,0,1,6,drop,6,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,1,1,2,2,2,1,2,10,pop,3,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,1,1,0,2,2,1,1,5,drop,5,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,0,0,1,1,0,2,2,1,2,2,drop,2,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,2,2,0,0,1,1,0,2,2,1,1,2,drop,2,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,2,2,0,0,1,1,0,2,2,1,2,2,drop,2,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,2,2,0,0,1,1,0,2,2,1,1,8,pop,1,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,2,2,0,0,1,1,0,2,2,1,2,11,pop,4,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,2,0,0,1,1,0,2,2,1,1,5,drop,5,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,0,2,0,0,1,1,0,2,2,1,2,0,drop,0,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,0,2,0,2,1,1,0,2,2,1,1,8,pop,1,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,0,2,0,2,0,1,0,2,2,1,2,4,drop,4,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,2,2,0,2,0,1,0,2,2,1,1,6,drop,6,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,2,2,1,2,0,1,0,2,2,1,2,7,pop,0,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,2,2,1,0,0,1,0,2,2,1,1,4,drop,4,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,1,0,0,0,2,0,2,2,1,0,0,1,0,2,2,1,2,5,drop,5,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,1,0,1,1,0,0,0,2,0,2,2,1,0,0,1,0,2,2,1,1,1,drop,1,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,1,0,1,1,0,0,0,2,0,2,2,1,0,1,1,0,2,2,1,2,11,pop,4,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,1,2,1,0,1,1,0,2,2,1,1,1,drop,1,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,1,2,0,1,2,1,0,1,1,0,2,2,1,2,3,drop,3,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,1,2,0,1,2,1,0,1,1,2,2,2,1,1,5,drop,5,Heuristic
0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,1,2,0,1,2,1,0,1,1,2,2,2,1,2,2,drop,2,Heuristic
0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,1,2,0,1,2,1,0,1,1,2,2,2,1,1,2,drop,2,Heuristic
0,0,1,0,0,1,0,0,0,2,0,0,2,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,1,2,0,1,2,1,0,1,1,2,2,2,1,2,0,drop,0,Heuristic
0,0,1,0,0,1,0,0,0,2,0,0,2,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,1,2,0,1,2,1,2,1,1,2,2,2,1,1,0,drop,0,Heuristic
0,0,1,0,0,1,0,0,0,2,0,0,2,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,1,1,2,0,1,2,1,2,1,1,2,2,2,1,2,4,drop,4,Heuristic
0,0,1,0,0,1,0,0,0,2,0,0,2,0,0,0,2,0,0,1,0,0,0,1,0,2,1,0,1,1,2,0,1,2,1,2,1,1,2,2,2,1,1,8,pop,1,Heuristic
0,0,1,0,0,1,0,0,0,2,0,0,2,0,0,0,2,0,0,1,0,0,0,1,0,2,1,0,1,0,2,0,1,2,1,2,1,1,2,2,2,1,2,6,drop,6,Heuristic
0,0,1,0,0,1,0,0,0,2,0,0,2,0,0,0,2,0,0,1,0,0,0,1,0,2,1,2,1,0,2,0,1,2,1,2,1,1,2,2,2,1,1,8,pop,1,Heuristic
0,0,1,0,0,1,0,0,0,2,0,0,2,0,0,0,2,0,0,1,0,0,0,1,0,2,1,2,1,0,2,0,1,2,1,2,0,1,2,2,2,1,2,1,drop,1,Heuristic
0,0,1,0,0,1,0,0,0,2,0,0,2,0,0,0,2,0,0,1,0,0,0,1,0,2,1,2,1,0,2,0,1,2,1,2,2,1,2,2,2,1,1,3,drop,3,Heuristic
0,0,1,0,0,1,0,0,0,2,0,0,2,0,0,0,2,0,0,1,0,0,0,1,0,2,1,2,1,0,2,1,1,2,1,2,2,1,2,2,2,1,2,8,pop,1,Heuristic
0,0,1,0,0,1,0,0,0,2,0,0,2,0,0,0,2,0,0,1,0,0,0,1,0,2,1,2,1,0,2,1,1,2,1,2,0,1,2,2,2,1,1,6,drop,6,Heuristic
0,0,1,0,0,1,0,0,0,2,0,0,2,0,0,0,2,0,0,1,1,0,0,1,0,2,1,2,1,0,2,1,1,2,1,2,0,1,2,2,2,1,2,6,drop,6,Heuristic
0,0,1,0,0,1,0,0,0,2,0,0,2,2,0,0,2,0,0,1,1,0,0,1,0,2,1,2,1,0,2,1,1,2,1,2,0,1,2,2,2,1,1,4,drop,4,Heuristic
0,0,1,0,0,1,0,0,0,2,0,0,2,2,0,0,2,0,1,1,1,0,0,1,0,2,1,2,1,0,2,1,1,2,1,2,0,1,2,2,2,1,2,7,pop,0,Heuristic
0,0,1,0,0,1,0,0,0,2,0,0,2,2,0,0,2,0,1,1,1,0,0,1,0,2,1,2,0,0,2,1,1,2,1,1,0,1,2,2,2,1,1,1,drop,1,Heuristic
0,0,1,0,0,1,0,0,0,2,0,0,2,2,0,0,2,0,1,1,1,0,0,1,0,2,1,2,0,0,2,1,1,2,1,1,1,1,2,2,2,1,2,0,drop,0,Heuristic
0,0,1,0,0,1,0,0,0,2,0,0,2,2,0,0,2,0,1,1,1,0,0,1,0,2,1,2,2,0,2,1,1,2,1,1,1,1,2,2,2,1,1,8,pop,1,Heuristic
0,0,1,0,0,1,0,0,0,2,0,0,2,2,0,0,2,0,1,1,1,0,0,1,0,2,1,2,2,0,2,1,1,2,1,1,0,1,2,2,2,1,2,0,drop,0,Heuristic
0,0,1,0,0,1,0,0,0,2,0,0,2,2,0,0,2,0,1,1,1,2,0,1,0,2,1,2,2,0,2,1,1,2,1,1,0,1,2,2,2,1,1,7,pop,0,Heuristic
0,0,1,0,0,1,0,0,0,2,0,0,2,2,0,0,2,0,1,1,1,0,0,1,0,2,1,2,2,0,2,1,1,2,1,2,0,1,2,2,2,1,2,1,drop,1,Heuristic
0,0,1,0,0,1,0,0,0,2,0,0,2,2,0,0,2,0,1,1,1,0,0,1,0,2,1,2,2,0,2,1,1,2,1,2,2,1,2,2,2,1,1,0,drop,0,Heuristic
0,0,1,0,0,1,0,0,0,2,0,0,2,2,0,0,2,0,1,1,1,1,0,1,0,2,1,2,2,0,2,1,1,2,1,2,2,1,2,2,2,1,2,8,pop,1,Heuristic
0,0,1,0,0,1,0,0,0,2,0,0,2,2,0,0,2,0,1,1,1,1,0,1,0,2,1,2,2,0,2,1,1,2,1,2,0,1,2,2,2,1,1,4,drop,4,Heuristic
0,0,1,0,0,1,0,0,0,2,0,1,2,2,0,0,2,0,1,1,1,1,0,1,0,2,1,2,2,0,2,1,1,2,1,2,0,1,2,2,2,1,2,6,drop,6,Heuristic
0,0,1,0,0,1,2,0,0,2,0,1,2,2,0,0,2,0,1,1,1,1,0,1,0,2,1,2,2,0,2,1,1,2,1,2,0,1,2,2,2,1,1,0,drop,0,Heuristic
0,0,1,0,0,1,2,0,0,2,0,1,2,2,1,0,2,0,1,1,1,1,0,1,0,2,1,2,2,0,2,1,1,2,1,2,0,1,2,2,2,1,2,4,drop,4,Heuristic
0,0,1,0,2,1,2,0,0,2,0,1,2,2,1,0,2,0,1,1,1,1,0,1,0,2,1,2,2,0,2,1,1,2,1,2,0,1,2,2,2,1,1,13,pop,6,Heuristic
0,0,1,0,2,1,0,0,0,2,0,1,2,2,1,0,2,0,1,1,2,1,0,1,0,2,1,1,2,0,2,1,1,2,2,2,0,1,2,2,2,1,2,6,drop,6,Heuristic
0,0,1,0,2,1,2,0,0,2,0,1,2,2,1,0,2,0,1,1,2,1,0,1,0,2,1,1,2,0,2,1,1,2,2,2,0,1,2,2,2,1,1,1,drop,1,Heuristic
0,0,1,0,2,1,2,0,0,2,0,1,2,2,1,0,2,0,1,1,2,1,0,1,0,2,1,1,2,0,2,1,1,2,2,2,1,1,2,2,2,1,2,1,drop,1,Heuristic
0,0,1,0,2,1,2,0,0,2,0,1,2,2,1,0,2,0,1,1,2,1,0,1,0,2,1,1,2,2,2,1,1,2,2,2,1,1,2,2,2,1,1,8,pop,1,Heuristic
0,0,1,0,2,1,2,0,0,2,0,1,2,2,1,0,2,0,1,1,2,1,0,1,0,2,1,1,2,0,2,1,1,2,2,2,2,1,2,2,2,1,2,8,pop,1,Heuristic
0,0,1,0,2,1,2,0,0,2,0,1,2,2,1,0,2,0,1,1,2,1,0,1,0,2,1,1,2,0,2,1,1,2,2,2,0,1,2,2,2,1,1,1,drop,1,Heuristic
0,0,1,0,2,1,2,0,0,2,0,1,2,2,1,0,2,0,1,1,2,1,0,1,0,2,1,1,2,0,2,1,1,2,2,2,1,1,2,2,2,1,2,0,drop,0,Heuristic
0,0,1,0,2,1,2,2,0,2,0,1,2,2,1,0,2,0,1,1,2,1,0,1,0,2,1,1,2,0,2,1,1,2,2,2,1,1,2,2,2,1,1,8,pop,1,Heuristic
0,0,1,0,2,1,2,2,0,2,0,1,2,2,1,0,2,0,1,1,2,1,0,1,0,2,1,1,2,0,2,1,1,2,2,2,0,1,2,2,2,1,2,1,drop,1,Heuristic
0,0,1,0,2,1,2,2,0,2,0,1,2,2,1,0,2,0,1,1,2,1,0,1,0,2,1,1,2,0,2,1,1,2,2,2,2,1,2,2,2,1,1,0,drop,0,Heuristic
1,0,1,0,2,1,2,2,0,2,0,1,2,2,1,0,2,0,1,1,2,1,0,1,0,2,1,1,2,0,2,1,1,2,2,2,2,1,2,2,2,1,2,8,pop,1,Heuristic
1,0,1,0,2,1,2,2,0,2,0,1,2,2,1,0,2,0,1,1,2,1,0,1,0,2,1,1,2,0,2,1,1,2,2,2,0,1,2,2,2,1,1,1,drop,1,Heuristic
1,0,1,0,2,1,2,2,0,2,0,1,2,2,1,0,2,0,1,1,2,1,0,1,0,2,1,1,2,0,2,1,1,2,2,2,1,1,2,2,2,1,2,1,drop,1,Heuristic
1,0,1,0,2,1,2,2,0,2,0,1,2,2,1,0,2,0,1,1,2,1,0,1,0,2,1,1,2,2,2,1,1,2,2,2,1,1,2,2,2,1,1,8,pop,1,Heuristic
1,0,1,0,2,1,2,2,0,2,0,1,2,2,1,0,2,0,1,1,2,1,0,1,0,2,1,1,2,0,2,1,1,2,2,2,2,1,2,2,2,1,2,8,pop,1,Heuristic
1,0,1,0,2,1,2,2,0,2,0,1,2,2,1,0,2,0,1,1,2,1,0,1,0,2,1,1,2,0,2,1,1,2,2,2,0,1,2,2,2,1,1,1,drop,1,Heuristic
1,0,1,0,2,1,2,2,0,2,0,1,2,2,1,0,2,0,1,1,2,1,0,1,0,2,1,1,2,0,2,1,1,2,2,2,1,1,2,2,2,1,2,1,drop,1,Heuristic
1,0,1,0,2,1,2,2,0,2,0,1,2,2,1,0,2,0,1,1,2,1,0,1,0,2,1,1,2,2,2,1,1,2,2,2,1,1,2,2,2,1,1,8,pop,1,Heuristic
1,0,1,0,2,1,2,2,0,2,0,1,2,2,1,0,2,0,1,1,2,1,0,1,0,2,1,1,2,0,2,1,1,2,2,2,2,1,2,2,2,1,2,8,pop,1,Heuristic
1,0,1,0,2,1,2,2,0,2,0,1,2,2,1,0,2,0,1,1,2,1,0,1,0,2,1,1,2,0,2,1,1,2,2,2,0,1,2,2,2,1,1,1,drop,1,Heuristic
1,0,1,0,2,1,2,2,0,2,0,1,2,2,1,0,2,0,1,1,2,1,0,1,0,2,1,1,2,0,2,1,1,2,2,2,1,1,2,2,2,1,2,1,drop,1,Heuristic
1,0,1,0,2,1,2,2,0,2,0,1,2,2,1,0,2,0,1,1,2,1,0,1,0,2,1,1,2,2,2,1,1,2,2,2,1,1,2,2,2,1,1,8,pop,1,Heuristic
1,0,1,0,2,1,2,2,0,2,0,1,2,2,1,0,2,0,1,1,2,1,0,1,0,2,1,1,2,0,2,1,1,2,2,2,2,1,2,2,2,1,2,1,drop,1,Heuristic
1,0,1,0,2,1,2,2,0,2,0,1,2,2,1,0,2,0,1,1,2,1,0,1,0,2,1,1,2,2,2,1,1,2,2,2,2,1,2,2,2,1,1,1,drop,1,Heuristic
1,0,1,0,2,1,2,2,0,2,0,1,2,2,1,0,2,0,1,1,2,1,1,1,0,2,1,1,2,2,2,1,1,2,2,2,2,1,2,2,2,1,2,1,drop,1,Heuristic
1,0,1,0,2,1,2,2,0,2,0,1,2,2,1,2,2,0,1,1,2,1,1,1,0,2,1,1,2,2,2,1,1,2,2,2,2,1,2,2,2,1,1,3,drop,3,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,drop,4,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,drop,3,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,11,pop,4,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,4,drop,4,Heuristic
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,3,drop,3,Heuristic
